"emp_id","satisfaction_level","last_evaluation"
"22389","45.0","50.0"
"22390","42.0","57.0"
"22391","78.0","100.0"
"22392","45.0","55.0"
"22393","84.0","100.0"
"22394","11.0","93.0"
"22395","42.0","56.0"
"22396","45.0","46.0"
"22397","46.0","57.0"
"22398","9.0","79.0"
"22399","87.0","83.0"
"22400","10.0","87.0"
"22401","91.0","100.0"
"22402","76.0","92.0"
"22403","74.0","100.0"
"22404","92.0","93.0"
"22405","76.0","87.0"
"22406","47.0","50.0"
"22407","73.0","99.0"
"22408","9.0","94.0"
"22409","91.0","92.0"
"22410","82.0","98.0"
"22411","28.0","45.0"
"22412","84.0","99.0"
"22413","45.0","53.0"
"22414","45.0","54.0"
"22415","91.0","97.0"
"22416","42.0","48.0"
"22417","82.0","100.0"
"22418","11.0","90.0"
"22419","42.0","53.0"
"22420","82.0","85.0"
"22421","9.0","96.0"
"22422","10.0","94.0"
"22423","86.0","100.0"
"22424","40.0","46.0"
"22425","45.0","46.0"
"22426","42.0","51.0"
"22427","74.0","92.0"
"22428","55.0","60.0"
"22429","37.0","45.0"
"22430","41.0","52.0"
"22431","89.0","65.0"
"22432","41.0","57.0"
"22433","44.0","51.0"
"22434","87.0","84.0"
"22435","10.0","84.0"
"22436","41.0","47.0"
"22437","11.0","85.0"
"22438","43.0","53.0"
"22439","77.0","90.0"
"22440","41.0","52.0"
"22441","41.0","48.0"
"22442","36.0","78.0"
"22443","77.0","100.0"
"22444","81.0","98.0"
"22445","39.0","54.0"
"22446","9.0","94.0"
"22447","44.0","46.0"
"22448","10.0","84.0"
"22449","36.0","48.0"
"22450","81.0","92.0"
"22451","81.0","90.0"
"22452","85.0","98.0"
"22453","10.0","87.0"
"22454","37.0","54.0"
"22455","9.0","97.0"
"22456","44.0","53.0"
"22457","86.0","93.0"
"22458","77.0","100.0"
"22459","41.0","48.0"
"22460","40.0","48.0"
"22461","43.0","49.0"
"22462","43.0","50.0"
"22463","80.0","53.0"
"22464","80.0","85.0"
"22465","82.0","98.0"
"22466","37.0","54.0"
"22467","37.0","48.0"
"22468","9.0","95.0"
"22469","90.0","92.0"
"22470","41.0","52.0"
"22471","10.0","85.0"
"22472","44.0","53.0"
"22473","89.0","85.0"
"22474","42.0","56.0"
"22475","87.0","100.0"
"22476","45.0","57.0"
"22477","11.0","87.0"
"22478","9.0","79.0"
"22479","76.0","83.0"
"22480","11.0","96.0"
"22481","37.0","49.0"
"22482","10.0","79.0"
"22483","77.0","87.0"
"22484","42.0","54.0"
"22485","38.0","52.0"
"22486","32.0","95.0"
"22487","38.0","49.0"
"22488","19.0","100.0"
"22489","10.0","83.0"
"22490","76.0","88.0"
"22491","53.0","56.0"
"22492","39.0","51.0"
"22493","11.0","83.0"
"22494","10.0","94.0"
"22495","84.0","100.0"
"22496","82.0","99.0"
"22497","10.0","82.0"
"22498","59.0","49.0"
"22499","44.0","48.0"
"22500","89.0","95.0"
"22501","91.0","84.0"
"22502","66.0","57.0"
"22503","11.0","87.0"
"22504","43.0","51.0"
"22505","78.0","83.0"
"22506","11.0","97.0"
"22507","83.0","98.0"
"22508","39.0","54.0"
"22509","38.0","55.0"
"22510","37.0","57.0"
"22511","44.0","48.0"
"22512","53.0","85.0"
"22513","9.0","96.0"
"22514","11.0","89.0"
"22515","83.0","96.0"
"22516","88.0","100.0"
"22517","10.0","89.0"
"22518","9.0","86.0"
"22519","44.0","54.0"
"22520","39.0","51.0"
"22521","87.0","94.0"
"22522","74.0","99.0"
"22523","10.0","95.0"
"22524","74.0","82.0"
"22525","75.0","99.0"
"22526","41.0","56.0"
"22527","41.0","45.0"
"22528","9.0","90.0"
"22529","9.0","80.0"
"22530","39.0","57.0"
"22531","40.0","56.0"
"22532","37.0","54.0"
"22533","10.0","84.0"
"22534","43.0","51.0"
"22535","75.0","85.0"
"22536","37.0","56.0"
"22537","11.0","85.0"
"22538","45.0","45.0"
"22539","87.0","100.0"
"22540","11.0","94.0"
"22541","45.0","54.0"
"22542","81.0","87.0"
"22543","77.0","91.0"
"22544","89.0","92.0"
"22545","43.0","49.0"
"22546","78.0","100.0"
"22547","37.0","47.0"
"22548","37.0","50.0"
"22549","85.0","82.0"
"22550","41.0","47.0"
"22551","11.0","96.0"
"22552","75.0","99.0"
"22553","82.0","85.0"
"22554","79.0","100.0"
"22555","43.0","53.0"
"22556","10.0","90.0"
"22557","46.0","48.0"
"22558","43.0","57.0"
"22559","43.0","55.0"
"22560","11.0","80.0"
"22561","9.0","86.0"
"22562","37.0","53.0"
"22563","40.0","57.0"
"22564","10.0","77.0"
"22565","41.0","53.0"
"22566","79.0","58.0"
"22567","11.0","79.0"
"22568","10.0","97.0"
"22569","44.0","51.0"
"22570","25.0","46.0"
"22571","44.0","52.0"
"22572","73.0","100.0"
"22573","75.0","97.0"
"22574","36.0","47.0"
"22575","37.0","49.0"
"22576","39.0","49.0"
"22577","48.0","78.0"
"22578","57.0","72.0"
"22579","90.0","96.0"
"22580","39.0","55.0"
"22581","44.0","51.0"
"22582","81.0","88.0"
"22583","74.0","87.0"
"22584","44.0","56.0"
"22585","41.0","56.0"
"22586","40.0","51.0"
"22587","46.0","57.0"
"22588","80.0","83.0"
"22589","87.0","90.0"
"22590","39.0","54.0"
"22591","38.0","55.0"
"22592","66.0","67.0"
"22593","10.0","80.0"
"22594","37.0","54.0"
"22595","10.0","77.0"
"22596","9.0","87.0"
"22597","86.0","84.0"
"22598","11.0","90.0"
"22599","37.0","46.0"
"22600","11.0","92.0"
"22601","77.0","98.0"
"22602","84.0","94.0"
"22603","10.0","84.0"
"22604","83.0","90.0"
"22605","11.0","79.0"
"22606","86.0","92.0"
"22607","38.0","56.0"
"22608","11.0","88.0"
"22609","45.0","49.0"
"22610","10.0","85.0"
"22611","9.0","95.0"
"22612","39.0","53.0"
"22613","37.0","47.0"
"22614","81.0","97.0"
"22615","9.0","90.0"
"22616","10.0","88.0"
"22617","39.0","49.0"
"22618","83.0","95.0"
"22619","45.0","57.0"
"22620","43.0","51.0"
"22621","80.0","75.0"
"22622","10.0","86.0"
"22623","10.0","55.0"
"22624","36.0","52.0"
"22625","38.0","50.0"
"22626","78.0","98.0"
"22627","44.0","49.0"
"22628","41.0","46.0"
"22629","72.0","85.0"
"22630","46.0","54.0"
"22631","10.0","90.0"
"22632","34.0","67.0"
"22633","11.0","89.0"
"22634","38.0","56.0"
"22635","82.0","92.0"
"22636","39.0","57.0"
"22637","44.0","53.0"
"22638","43.0","52.0"
"22639","84.0","83.0"
"22640","43.0","48.0"
"22641","37.0","52.0"
"22642","74.0","97.0"
"22643","73.0","97.0"
"22644","37.0","47.0"
"22645","58.0","62.0"
"22646","40.0","54.0"
"22647","51.0","83.0"
"22648","46.0","50.0"
"22649","45.0","54.0"
"22650","46.0","50.0"
"22651","39.0","45.0"
"22652","9.0","88.0"
"22653","9.0","77.0"
"22654","37.0","51.0"
"22655","10.0","89.0"
"22656","77.0","100.0"
"22657","79.0","86.0"
"22658","43.0","55.0"
"22659","38.0","53.0"
"22660","77.0","91.0"
"22661","44.0","50.0"
"22662","39.0","46.0"
"22663","78.0","89.0"
"22664","10.0","79.0"
"22665","10.0","77.0"
"22666","75.0","85.0"
"22667","46.0","62.0"
"22668","91.0","97.0"
"22669","10.0","92.0"
"22670","72.0","60.0"
"22671","11.0","95.0"
"22672","11.0","94.0"
"22673","46.0","57.0"
"22674","37.0","46.0"
"22675","46.0","50.0"
"22676","43.0","57.0"
"22677","11.0","82.0"
"22678","73.0","89.0"
"22679","43.0","47.0"
"22680","86.0","100.0"
"22681","10.0","83.0"
"22682","40.0","49.0"
"22683","11.0","87.0"
"22684","86.0","98.0"
"22685","42.0","100.0"
"22686","79.0","84.0"
"22687","10.0","96.0"
"22688","9.0","92.0"
"22689","9.0","82.0"
"22690","87.0","100.0"
"22691","36.0","49.0"
"22692","42.0","75.0"
"22693","84.0","86.0"
"22694","10.0","83.0"
"22695","78.0","71.0"
"22696","35.0","99.0"
"22697","10.0","81.0"
"22698","11.0","80.0"
"22699","43.0","48.0"
"22700","38.0","45.0"
"22701","46.0","54.0"
"22702","89.0","82.0"
"22703","45.0","50.0"
"22704","44.0","53.0"
"22705","74.0","54.0"
"22706","45.0","54.0"
"22707","79.0","93.0"
"22708","79.0","91.0"
"22709","11.0","87.0"
"22710","42.0","48.0"
"22711","64.0","90.0"
"22712","40.0","55.0"
"22713","84.0","98.0"
"22714","73.0","92.0"
"22715","40.0","51.0"
"22716","36.0","45.0"
"22717","43.0","47.0"
"22718","11.0","78.0"
"22719","91.0","100.0"
"22720","80.0","100.0"
"22721","42.0","49.0"
"22722","31.0","87.0"
"22723","44.0","47.0"
"22724","38.0","54.0"
"22725","45.0","56.0"
"22726","43.0","46.0"
"22727","45.0","46.0"
"22728","43.0","57.0"
"22729","43.0","49.0"
"22730","9.0","83.0"
"22731","43.0","47.0"
"22732","79.0","94.0"
"22733","85.0","58.0"
"22734","38.0","45.0"
"22735","11.0","92.0"
"22736","83.0","99.0"
"22737","81.0","91.0"
"22738","42.0","56.0"
"22739","11.0","87.0"
"22740","11.0","85.0"
"22741","10.0","89.0"
"22742","50.0","54.0"
"22743","44.0","49.0"
"22744","11.0","90.0"
"22745","39.0","52.0"
"22746","11.0","78.0"
"22747","36.0","50.0"
"22748","43.0","51.0"
"22749","40.0","50.0"
"22750","86.0","84.0"
"22751","38.0","49.0"
"22752","46.0","45.0"
"22753","37.0","57.0"
"22754","43.0","52.0"
"22755","66.0","93.0"
"22756","37.0","48.0"
"22757","77.0","92.0"
"22758","38.0","55.0"
"22759","39.0","54.0"
"22760","41.0","55.0"
"22761","10.0","90.0"
"22762","9.0","93.0"
"22763","41.0","47.0"
"22764","39.0","46.0"
"22765","83.0","99.0"
"22766","9.0","87.0"
"22767","75.0","81.0"
"22768","44.0","54.0"
"22769","10.0","84.0"
"22770","42.0","46.0"
"22771","10.0","83.0"
"22772","10.0","86.0"
"22773","31.0","77.0"
"22774","42.0","54.0"
"22775","38.0","50.0"
"22776","39.0","57.0"
"22777","10.0","97.0"
"22778","11.0","93.0"
"22779","10.0","92.0"
"22780","11.0","90.0"
"22781","44.0","65.0"
"22782","91.0","96.0"
"22783","72.0","100.0"
"22784","66.0","66.0"
"22785","20.0","69.0"
"22786","97.0","78.0"
"22787","59.0","73.0"
"22788","88.0","60.0"
"22789","16.0","73.0"
"22790","61.0","96.0"
"22791","52.0","79.0"
"22792","82.0","49.0"
"22793","75.0","94.0"
"22794","62.0","50.0"
"22795","91.0","88.0"
"22796","61.0","98.0"
"22797","79.0","77.0"
"22798","90.0","93.0"
"22799","75.0","83.0"
"22800","81.0","64.0"
"22801","59.0","88.0"
"22802","56.0","83.0"
"22803","98.0","79.0"
"22804","59.0","72.0"
"22805","61.0","67.0"
"22806","78.0","70.0"
"22807","55.0","93.0"
"22808","20.0","97.0"
"22809","79.0","44.0"
"22810","52.0","98.0"
"22811","97.0","52.0"
"22812","63.0","94.0"
"22813","85.0","99.0"
"22814","59.0","74.0"
"22815","64.0","60.0"
"22816","80.0","67.0"
"22817","61.0","75.0"
"22818","87.0","61.0"
"22819","75.0","59.0"
"22820","96.0","51.0"
"22821","75.0","92.0"
"22822","19.0","58.0"
"22823","52.0","97.0"
"22824","60.0","60.0"
"22825","90.0","81.0"
"22826","89.0","92.0"
"22827","54.0","93.0"
"22828","99.0","55.0"
"22829","66.0","56.0"
"22830","92.0","64.0"
"22831","19.0","72.0"
"22832","39.0","37.0"
"22833","41.0","68.0"
"22834","60.0","49.0"
"22835","95.0","54.0"
"22836","51.0","87.0"
"22837","54.0","74.0"
"22838","16.0","54.0"
"22839","98.0","77.0"
"22840","65.0","75.0"
"22841","38.0","50.0"
"22842","95.0","71.0"
"22843","60.0","62.0"
"22844","78.0","91.0"
"22845","19.0","63.0"
"22846","56.0","99.0"
"22847","21.0","71.0"
"22848","83.0","71.0"
"22849","50.0","64.0"
"22850","74.0","87.0"
"22851","75.0","83.0"
"22852","85.0","66.0"
"22853","93.0","59.0"
"22854","76.0","70.0"
"22855","91.0","78.0"
"22856","22.0","54.0"
"22857","78.0","52.0"
"22858","53.0","80.0"
"22859","58.0","69.0"
"22860","99.0","81.0"
"22861","62.0","64.0"
"22862","59.0","69.0"
"22863","13.0","76.0"
"22864","19.0","63.0"
"22865","94.0","99.0"
"22866","53.0","96.0"
"22867","96.0","85.0"
"22868","62.0","87.0"
"22869","81.0","86.0"
"22870","63.0","78.0"
"22871","92.0","68.0"
"22872","83.0","74.0"
"22873","49.0","37.0"
"22874","80.0","66.0"
"22875","54.0","76.0"
"22876","37.0","72.0"
"22877","93.0","56.0"
"22878","88.0","99.0"
"22879","79.0","87.0"
"22880","65.0","88.0"
"22881","72.0","70.0"
"22882","58.0","49.0"
"22883","37.0","51.0"
"22884","87.0","97.0"
"22885","63.0","72.0"
"22886","72.0","79.0"
"22887","36.0","55.0"
"22888","96.0","70.0"
"22889","52.0","37.0"
"22890","16.0","83.0"
"22891","63.0","55.0"
"22892","92.0","76.0"
"22893","82.0","49.0"
"22894","18.0","54.0"
"22895","73.0","48.0"
"22896","44.0","61.0"
"22897","73.0","62.0"
"22898","62.0","95.0"
"22899","94.0","80.0"
"22900","76.0","74.0"
"22901","89.0","49.0"
"22902","90.0","88.0"
"22903","100.0","93.0"
"22904","71.0","90.0"
"22905","73.0","97.0"
"22906","97.0","90.0"
"22907","60.0","59.0"
"22908","82.0","67.0"
"22909","95.0","48.0"
"22910","88.0","65.0"
"22911","79.0","49.0"
"22912","52.0","96.0"
"22913","22.0","61.0"
"22914","59.0","96.0"
"22915","84.0","64.0"
"22916","54.0","41.0"
"22917","100.0","86.0"
"22918","93.0","59.0"
"22919","96.0","55.0"
"22920","56.0","41.0"
"22921","49.0","66.0"
"22922","89.0","51.0"
"22923","57.0","91.0"
"22924","96.0","64.0"
"22925","65.0","89.0"
"22926","14.0","66.0"
"22927","64.0","49.0"
"22928","98.0","91.0"
"22929","71.0","59.0"
"22930","96.0","49.0"
"22931","90.0","57.0"
"22932","52.0","96.0"
"22933","78.0","98.0"
"22934","62.0","69.0"
"22935","60.0","80.0"
"22936","82.0","62.0"
"22937","52.0","55.0"
"22938","13.0","84.0"
"22939","97.0","93.0"
"22940","63.0","90.0"
"22941","68.0","78.0"
"22942","74.0","83.0"
"22943","89.0","57.0"
"22944","28.0","95.0"
"22945","61.0","90.0"
"22946","67.0","49.0"
"22947","86.0","64.0"
"22948","87.0","93.0"
"22949","70.0","95.0"
"22950","68.0","84.0"
"22951","69.0","75.0"
"22952","97.0","83.0"
"22953","62.0","89.0"
"22954","55.0","87.0"
"22955","61.0","73.0"
"22956","15.0","81.0"
"22957","84.0","86.0"
"22958","87.0","64.0"
"22959","93.0","86.0"
"22960","14.0","73.0"
"22961","96.0","70.0"
"22962","41.0","63.0"
"22963","84.0","96.0"
"22964","94.0","69.0"
"22965","60.0","86.0"
"22966","70.0","73.0"
"22967","29.0","91.0"
"22968","31.0","51.0"
"22969","73.0","99.0"
"22970","51.0","52.0"
"22971","58.0","77.0"
"22972","59.0","97.0"
"22973","95.0","90.0"
"22974","84.0","93.0"
"22975","28.0","37.0"
"22976","94.0","52.0"
"22977","49.0","59.0"
"22978","72.0","50.0"
"22979","19.0","85.0"
"22980","83.0","95.0"
"22981","79.0","92.0"
"22982","72.0","61.0"
"22983","97.0","74.0"
"22984","92.0","83.0"
"22985","95.0","53.0"
"22986","76.0","64.0"
"22987","24.0","62.0"
"22988","89.0","99.0"
"22989","69.0","63.0"
"22990","92.0","98.0"
"22991","79.0","61.0"
"22992","87.0","94.0"
"22993","89.0","88.0"
"22994","75.0","77.0"
"22995","78.0","60.0"
"22996","13.0","62.0"
"22997","94.0","86.0"
"22998","94.0","88.0"
"22999","67.0","60.0"
"23000","60.0","73.0"
"23001","62.0","94.0"
"23002","38.0","52.0"
"23003","80.0","77.0"
"23004","61.0","42.0"
"23005","61.0","56.0"
"23006","66.0","80.0"
"23007","56.0","74.0"
"23008","100.0","55.0"
"23009","73.0","86.0"
"23010","60.0","66.0"
"23011","78.0","59.0"
"23012","48.0","53.0"
"23013","90.0","77.0"
"23014","16.0","76.0"
"23015","50.0","75.0"
"23016","66.0","65.0"
"23017","44.0","37.0"
"23018","95.0","67.0"
"23019","90.0","65.0"
"23020","27.0","48.0"
"23021","51.0","74.0"
"23022","68.0","76.0"
"23023","97.0","93.0"
"23024","91.0","75.0"
"23025","76.0","88.0"
"23026","88.0","61.0"
"23027","83.0","73.0"
"23028","78.0","54.0"
"23029","52.0","38.0"
"23030","63.0","49.0"
"23031","90.0","74.0"
"23032","48.0","58.0"
"23033","70.0","60.0"
"23034","68.0","66.0"
"23035","70.0","87.0"
"23036","77.0","50.0"
"23037","73.0","93.0"
"23038","87.0","48.0"
"23039","65.0","98.0"
"23040","62.0","70.0"
"23041","53.0","51.0"
"23042","59.0","39.0"
"23043","87.0","72.0"
"23044","47.0","53.0"
"23045","96.0","81.0"
"23046","79.0","74.0"
"23047","84.0","60.0"
"23048","68.0","49.0"
"23049","86.0","66.0"
"23050","73.0","98.0"
"23051","90.0","67.0"
"23052","63.0","64.0"
"23053","71.0","72.0"
"23054","71.0","68.0"
"23055","95.0","62.0"
"23056","51.0","86.0"
"23057","77.0","91.0"
"23058","48.0","51.0"
"23059","93.0","91.0"
"23060","83.0","86.0"
"23061","61.0","73.0"
"23062","97.0","89.0"
"23063","50.0","81.0"
"23064","84.0","54.0"
"23065","58.0","38.0"
"23066","59.0","72.0"
"23067","77.0","83.0"
"23068","78.0","40.0"
"23069","60.0","96.0"
"23070","53.0","77.0"
"23071","73.0","69.0"
"23072","76.0","94.0"
"23073","12.0","61.0"
"23074","20.0","98.0"
"23075","50.0","77.0"
"23076","79.0","65.0"
"23077","96.0","68.0"
"23078","26.0","69.0"
"23079","80.0","72.0"
"23080","43.0","71.0"
"23081","87.0","71.0"
"23082","63.0","75.0"
"23083","58.0","48.0"
"23084","20.0","42.0"
"23085","62.0","71.0"
"23086","91.0","94.0"
"23087","66.0","91.0"
"23088","53.0","81.0"
"23089","52.0","98.0"
"23090","100.0","88.0"
"23091","73.0","67.0"
"23092","65.0","67.0"
"23093","50.0","95.0"
"23094","94.0","59.0"
"23095","48.0","86.0"
"23096","67.0","87.0"
"23097","73.0","94.0"
"23098","63.0","71.0"
"23099","84.0","84.0"
"23100","20.0","94.0"
"23101","76.0","57.0"
"23102","55.0","54.0"
"23103","80.0","55.0"
"23104","64.0","91.0"
"23105","59.0","97.0"
"23106","92.0","98.0"
"23107","75.0","76.0"
"23108","69.0","74.0"
"23109","82.0","93.0"
"23110","88.0","85.0"
"23111","89.0","91.0"
"23112","100.0","79.0"
"23113","66.0","91.0"
"23114","76.0","92.0"
"23115","80.0","62.0"
"23116","58.0","86.0"
"23117","73.0","93.0"
"23118","100.0","73.0"
"23119","18.0","90.0"
"23120","47.0","46.0"
"23121","92.0","64.0"
"23122","51.0","50.0"
"23123","81.0","62.0"
"23124","52.0","57.0"
"23125","95.0","96.0"
"23126","93.0","64.0"
"23127","98.0","67.0"
"23128","79.0","79.0"
"23129","99.0","73.0"
"23130","64.0","90.0"
"23131","54.0","44.0"
"23132","79.0","59.0"
"23133","55.0","98.0"
"23134","18.0","81.0"
"23135","56.0","81.0"
"23136","92.0","67.0"
"23137","99.0","75.0"
"23138","77.0","85.0"
"23139","49.0","52.0"
"23140","98.0","58.0"
"23141","18.0","54.0"
"23142","80.0","82.0"
"23143","81.0","77.0"
"23144","13.0","61.0"
"23145","58.0","97.0"
"23146","75.0","63.0"
"23147","80.0","94.0"
"23148","78.0","60.0"
"23149","92.0","60.0"
"23150","85.0","98.0"
"23151","52.0","63.0"
"23152","95.0","84.0"
"23153","81.0","92.0"
"23154","16.0","82.0"
"23155","91.0","74.0"
"23156","62.0","51.0"
"23157","24.0","42.0"
"23158","88.0","51.0"
"23159","94.0","73.0"
"23160","76.0","79.0"
"23161","49.0","67.0"
"23162","93.0","90.0"
"23163","92.0","66.0"
"23164","19.0","94.0"
"23165","66.0","76.0"
"23166","16.0","94.0"
"23167","83.0","99.0"
"23168","69.0","53.0"
"23169","82.0","53.0"
"23170","88.0","72.0"
"23171","31.0","42.0"
"23172","83.0","49.0"
"23173","94.0","52.0"
"23174","65.0","79.0"
"23175","60.0","60.0"
"23176","52.0","43.0"
"23177","66.0","89.0"
"23178","87.0","87.0"
"23179","20.0","99.0"
"23180","63.0","91.0"
"23181","69.0","98.0"
"23182","48.0","61.0"
"23183","80.0","80.0"
"23184","89.0","74.0"
"23185","67.0","63.0"
"23186","37.0","86.0"
"23187","93.0","61.0"
"23188","69.0","52.0"
"23189","16.0","61.0"
"23190","81.0","55.0"
"23191","97.0","63.0"
"23192","77.0","59.0"
"23193","75.0","78.0"
"23194","88.0","82.0"
"23195","43.0","51.0"
"23196","99.0","99.0"
"23197","59.0","65.0"
"23198","89.0","71.0"
"23199","54.0","73.0"
"23200","32.0","86.0"
"23201","17.0","55.0"
"23202","78.0","55.0"
"23203","73.0","68.0"
"23204","65.0","76.0"
"23205","80.0","71.0"
"23206","61.0","86.0"
"23207","67.0","49.0"
"23208","63.0","57.0"
"23209","51.0","58.0"
"23210","82.0","59.0"
"23211","79.0","67.0"
"23212","49.0","60.0"
"23213","70.0","59.0"
"23214","13.0","50.0"
"23215","83.0","52.0"
"23216","83.0","91.0"
"23217","19.0","83.0"
"23218","80.0","81.0"
"23219","49.0","67.0"
"23220","92.0","99.0"
"23221","81.0","55.0"
"23222","62.0","91.0"
"23223","21.0","70.0"
"23224","95.0","74.0"
"23225","51.0","80.0"
"23226","52.0","89.0"
"23227","64.0","56.0"
"23228","62.0","79.0"
"23229","73.0","88.0"
"23230","32.0","86.0"
"23231","78.0","96.0"
"23232","65.0","91.0"
"23233","56.0","92.0"
"23234","96.0","89.0"
"23235","79.0","82.0"
"23236","66.0","58.0"
"23237","67.0","68.0"
"23238","86.0","82.0"
"23239","57.0","72.0"
"23240","86.0","87.0"
"23241","52.0","59.0"
"23242","73.0","61.0"
"23243","78.0","63.0"
"23244","95.0","63.0"
"23245","75.0","61.0"
"23246","83.0","52.0"
"23247","48.0","100.0"
"23248","30.0","58.0"
"23249","72.0","85.0"
"23250","61.0","52.0"
"23251","31.0","87.0"
"23252","62.0","81.0"
"23253","48.0","49.0"
"23254","97.0","89.0"
"23255","61.0","83.0"
"23256","93.0","99.0"
"23257","89.0","39.0"
"23258","95.0","90.0"
"23259","36.0","44.0"
"23260","29.0","39.0"
"23261","65.0","83.0"
"23262","72.0","54.0"
"23263","51.0","56.0"
"23264","54.0","53.0"
"23265","66.0","58.0"
"23266","59.0","54.0"
"23267","45.0","48.0"
"23268","15.0","91.0"
"23269","95.0","53.0"
"23270","49.0","59.0"
"23271","68.0","97.0"
"23272","70.0","76.0"
"23273","90.0","73.0"
"23274","94.0","95.0"
"23275","80.0","86.0"
"23276","59.0","53.0"
"23277","43.0","96.0"
"23278","70.0","54.0"
"23279","51.0","62.0"
"23280","12.0","49.0"
"23281","14.0","56.0"
"23282","86.0","91.0"
"23283","97.0","50.0"
"23284","100.0","86.0"
"23285","49.0","63.0"
"23286","90.0","93.0"
"23287","82.0","89.0"
"23288","59.0","48.0"
"23289","97.0","57.0"
"23290","69.0","88.0"
"23291","73.0","84.0"
"23292","48.0","74.0"
"23293","94.0","49.0"
"23294","74.0","73.0"
"23295","65.0","63.0"
"23296","93.0","94.0"
"23297","57.0","67.0"
"23298","90.0","49.0"
"23299","55.0","86.0"
"23300","59.0","73.0"
"23301","72.0","98.0"
"23302","87.0","52.0"
"23303","86.0","82.0"
"23304","61.0","50.0"
"23305","45.0","63.0"
"23306","51.0","63.0"
"23307","87.0","92.0"
"23308","29.0","38.0"
"23309","57.0","64.0"
"23310","69.0","83.0"
"23311","61.0","90.0"
"23312","96.0","85.0"
"23313","16.0","61.0"
"23314","96.0","82.0"
"23315","77.0","81.0"
"23316","85.0","87.0"
"23317","37.0","49.0"
"23318","68.0","65.0"
"23319","87.0","60.0"
"23320","95.0","80.0"
"23321","84.0","63.0"
"23322","44.0","51.0"
"23323","94.0","73.0"
"23324","85.0","94.0"
"23325","75.0","51.0"
"23326","76.0","67.0"
"23327","13.0","97.0"
"23328","60.0","79.0"
"23329","45.0","55.0"
"23330","49.0","100.0"
"23331","19.0","36.0"
"23332","68.0","89.0"
"23333","53.0","91.0"
"23334","100.0","77.0"
"23335","99.0","86.0"
"23336","29.0","75.0"
"23337","54.0","83.0"
"23338","25.0","90.0"
"23339","71.0","76.0"
"23340","96.0","84.0"
"23341","80.0","90.0"
"23342","82.0","87.0"
"23343","19.0","97.0"
"23344","43.0","74.0"
"23345","62.0","84.0"
"23346","75.0","85.0"
"23347","56.0","48.0"
"23348","88.0","91.0"
"23349","63.0","57.0"
"23350","75.0","93.0"
"23351","74.0","100.0"
"23352","55.0","68.0"
"23353","87.0","55.0"
"23354","13.0","90.0"
"23355","33.0","64.0"
"23356","89.0","97.0"
"23357","56.0","94.0"
"23358","95.0","61.0"
"23359","57.0","59.0"
"23360","72.0","53.0"
"23361","28.0","44.0"
"23362","54.0","61.0"
"23363","54.0","95.0"
"23364","99.0","80.0"
"23365","37.0","69.0"
"23366","77.0","87.0"
"23367","70.0","88.0"
"23368","80.0","74.0"
"23369","52.0","63.0"
"23370","69.0","55.0"
"23371","60.0","62.0"
"23372","74.0","64.0"
"23373","69.0","82.0"
"23374","78.0","89.0"
"23375","77.0","75.0"
"23376","91.0","68.0"
"23377","54.0","68.0"
"23378","48.0","77.0"
"23379","55.0","96.0"
"23380","17.0","36.0"
"23381","77.0","83.0"
"23382","93.0","98.0"
"23383","65.0","91.0"
"23384","67.0","52.0"
"23385","95.0","88.0"
"23386","61.0","97.0"
"23387","57.0","39.0"
"23388","65.0","100.0"
"23389","85.0","81.0"
"23390","61.0","96.0"
"23391","65.0","90.0"
"23392","92.0","93.0"
"23393","37.0","41.0"
"23394","48.0","77.0"
"23395","82.0","91.0"
"23396","84.0","75.0"
"23397","57.0","46.0"
"23398","80.0","75.0"
"23399","49.0","91.0"
"23400","79.0","82.0"
"23401","48.0","67.0"
"23402","28.0","89.0"
"23403","47.0","56.0"
"23404","91.0","60.0"
"23405","75.0","60.0"
"23406","61.0","89.0"
"23407","47.0","79.0"
"23408","22.0","70.0"
"23409","50.0","48.0"
"23410","56.0","87.0"
"23411","84.0","85.0"
"23412","69.0","72.0"
"23413","53.0","64.0"
"23414","17.0","57.0"
"23415","48.0","71.0"
"23416","94.0","51.0"
"23417","77.0","89.0"
"23418","100.0","72.0"
"23419","49.0","65.0"
"23420","93.0","73.0"
"23421","38.0","43.0"
"23422","60.0","54.0"
"23423","50.0","82.0"
"23424","97.0","55.0"
"23425","93.0","95.0"
"23426","50.0","100.0"
"23427","52.0","84.0"
"23428","50.0","71.0"
"23429","55.0","40.0"
"23430","95.0","84.0"
"23431","48.0","42.0"
"23432","51.0","39.0"
"23433","96.0","48.0"
"23434","97.0","84.0"
"23435","97.0","66.0"
"23436","71.0","54.0"
"23437","82.0","49.0"
"23438","57.0","100.0"
"23439","48.0","93.0"
"23440","71.0","64.0"
"23441","63.0","61.0"
"23442","99.0","84.0"
"23443","79.0","83.0"
"23444","65.0","85.0"
"23445","70.0","85.0"
"23446","99.0","94.0"
"23447","65.0","62.0"
"23448","92.0","85.0"
"23449","24.0","50.0"
"23450","39.0","89.0"
"23451","82.0","85.0"
"23452","78.0","89.0"
"23453","62.0","79.0"
"23454","60.0","61.0"
"23455","49.0","57.0"
"23456","82.0","82.0"
"23457","48.0","81.0"
"23458","69.0","56.0"
"23459","40.0","89.0"
"23460","72.0","80.0"
"23461","75.0","84.0"
"23462","50.0","77.0"
"23463","78.0","50.0"
